,inner_aster_diameter_1_um,inner_aster_diameter_2_um,cell_diameter_um,meiotic,stage,organism,organism_CAT,inner_aster_diam_AVG
1854,6.5536,7.4239999999999995,52.3264,0,m,xenopus_laevis,8,6.9887999999999995
1856,5.8368,6.8096000000000005,44.288,0,m,xenopus_laevis,8,6.3232
1857,5.8368,6.2976,43.7248,0,m,xenopus_laevis,8,6.0672
1858,4.352,5.2224,50.8928,0,m,xenopus_laevis,8,4.7872
1859,3.8912,5.4784,58.6752,0,m,xenopus_laevis,8,4.6848
1860,10.3424,9.216,85.0944,0,m,xenopus_laevis,8,9.7792
1861,7.4239999999999995,7.270399999999999,72.7552,0,m,xenopus_laevis,8,7.347199999999999
1862,7.4239999999999995,10.5472,60.5184,0,m,xenopus_laevis,8,8.9856
1863,8.2944,12.6464,80.53760000000003,0,m,xenopus_laevis,8,10.4704
1864,12.6464,12.544,77.312,0,m,xenopus_laevis,8,12.5952
1865,9.0624,11.008,65.1264,0,m,xenopus_laevis,8,10.0352
1866,12.6464,12.032,68.1472,0,m,xenopus_laevis,8,12.3392
1867,12.6464,9.6768,111.3088,0,m,xenopus_laevis,8,11.1616
1868,8.9088,6.2976,116.5824,0,m,xenopus_laevis,8,7.603199999999999
1869,16.0768,12.8,115.456,0,m,xenopus_laevis,8,14.4384
1870,15.2576,19.6096,120.6272,0,m,xenopus_laevis,8,17.4336
1871,14.5408,14.131200000000002,92.7232,0,m,xenopus_laevis,8,14.336000000000002
1872,11.008,15.1552,122.6752,0,m,xenopus_laevis,8,13.0816
1873,15.0528,15.7696,138.24,0,m,xenopus_laevis,8,15.411200000000001
1874,17.3568,19.456,222.4128,0,m,xenopus_laevis,8,18.406399999999998
1875,16.2304,17.664,136.8064,0,m,xenopus_laevis,8,16.947200000000002
1876,14.9504,13.2608,114.432,0,m,xenopus_laevis,8,14.105599999999999
1877,17.3568,14.2336,209.7152,0,m,xenopus_laevis,8,15.7952
1878,11.6736,11.52,205.312,0,m,xenopus_laevis,8,11.5968
1879,14.4896,14.6432,165.12,0,m,xenopus_laevis,8,14.5664
1880,20.7872,18.8416,133.83679999999998,0,m,xenopus_laevis,8,19.8144
1881,15.2576,16.384,124.416,0,m,xenopus_laevis,8,15.8208
1882,12.6464,10.0352,191.5904,0,m,xenopus_laevis,8,11.3408
1883,15.7696,16.64,138.64960000000002,0,m,xenopus_laevis,8,16.2048
1884,17.7664,19.8656,137.3184,0,m,xenopus_laevis,8,18.816000000000003
1885,13.2608,10.0352,150.27200000000002,0,m,xenopus_laevis,8,11.648
1886,13.2608,13.9264,161.792,0,m,xenopus_laevis,8,13.593599999999999
1887,17.7664,16.128,159.79520000000005,0,m,xenopus_laevis,8,16.947200000000002
1888,14.387200000000002,21.76,139.776,0,m,xenopus_laevis,8,18.073600000000003
1889,12.1344,11.9296,157.0304,0,m,xenopus_laevis,8,12.032
1890,20.582400000000003,22.8864,171.7248,0,m,xenopus_laevis,8,21.7344
1891,21.9648,20.2752,141.2608,0,m,xenopus_laevis,8,21.12
1892,18.8416,17.7664,221.3376,0,m,xenopus_laevis,8,18.304000000000002
1893,18.0736,17.8688,192.4608,0,m,xenopus_laevis,8,17.9712
1894,20.991999999999997,18.8416,179.3024,0,m,xenopus_laevis,8,19.9168
1895,19.8656,18.3808,224.1536,0,m,xenopus_laevis,8,19.1232
1896,14.7456,16.537599999999998,176.1792,0,m,xenopus_laevis,8,15.641599999999999
1897,19.0976,16.537599999999998,194.5088,0,m,xenopus_laevis,8,17.8176
1898,15.616,16.537599999999998,174.08,0,m,xenopus_laevis,8,16.0768
1899,15.2576,13.6192,225.2288,0,m,xenopus_laevis,8,14.4384
1900,15.2576,11.776,203.4176,0,m,xenopus_laevis,8,13.5168
1901,16.128,15.5648,194.2016,0,m,xenopus_laevis,8,15.8464
1902,16.64,20.582400000000003,275.0464,0,m,xenopus_laevis,8,18.611200000000004
1903,12.4416,14.4384,264.29440000000005,0,m,xenopus_laevis,8,13.44
1904,16.2304,14.6432,243.712,0,m,xenopus_laevis,8,15.4368
1905,14.0288,13.6192,235.6736,0,m,xenopus_laevis,8,13.824
1906,13.5168,15.616,273.25440000000003,0,m,xenopus_laevis,8,14.5664
1907,11.9296,12.1344,198.5536,0,m,xenopus_laevis,8,12.032
1908,18.7392,16.9984,206.0288,0,m,xenopus_laevis,8,17.8688
1909,10.6496,13.5168,253.2352,0,m,xenopus_laevis,8,12.0832
1910,15.1552,16.537599999999998,314.88,0,m,xenopus_laevis,8,15.8464
1912,8.0896,10.5472,249.1392,0,m,xenopus_laevis,8,9.3184
1913,18.176,14.847999999999999,256.76800000000003,0,m,xenopus_laevis,8,16.512
1914,21.8624,21.7088,326.3488,0,m,xenopus_laevis,8,21.785600000000002
1915,15.616,14.7456,261.9904,0,m,xenopus_laevis,8,15.1808
1916,16.64,15.36,345.8048,0,m,xenopus_laevis,8,16.0
1917,17.049599999999998,18.7392,359.8336,0,m,xenopus_laevis,8,17.894399999999997
1918,16.742400000000004,16.0768,338.5856,0,m,xenopus_laevis,8,16.4096
1919,12.8,13.7216,239.3088,0,m,xenopus_laevis,8,13.2608
1920,11.9296,13.1584,325.4272,0,m,xenopus_laevis,8,12.544
1921,13.0048,11.008,280.7808,0,m,xenopus_laevis,8,12.0064
1922,12.8,13.2608,303.9744,0,m,xenopus_laevis,8,13.0304
1923,12.1344,13.2608,353.0752,0,m,xenopus_laevis,8,12.6976
1924,20.1728,20.838400000000004,492.7488,0,m,xenopus_laevis,8,20.5056
1925,17.7664,22.272,625.1519999999999,0,m,xenopus_laevis,8,20.019199999999998
1926,12.544,11.9296,1034.3424,0,m,xenopus_laevis,8,12.2368
1927,12.544,12.8,1486.6432,0,m,xenopus_laevis,8,12.672
1928,16.537599999999998,16.0768,1455.7184,0,m,xenopus_laevis,8,16.307199999999998
1929,,,13.5,0,m,mus_musculus,17,
1930,,,15.0,0,m,mus_musculus,17,
1931,,,15.75,0,m,mus_musculus,17,
1932,,,15.75,0,m,mus_musculus,17,
1933,,,15.25,0,m,mus_musculus,17,
1934,,,14.0,0,m,mus_musculus,17,
1935,,,14.25,0,m,mus_musculus,17,
1936,,,15.0,0,m,mus_musculus,17,
1937,,,18.0,0,m,mus_musculus,17,
1938,,,19.0,0,m,mus_musculus,17,
1939,,,18.8,0,m,mus_musculus,17,
1940,,,20.5,0,m,mus_musculus,17,
1941,,,19.5,0,m,mus_musculus,17,
1942,,,19.5,0,m,mus_musculus,17,
1943,,,22.0,0,m,mus_musculus,17,
1944,,,22.0,0,m,mus_musculus,17,
1945,,,23.25,0,m,mus_musculus,17,
1946,,,23.5,0,m,mus_musculus,17,
1947,,,26.25,0,m,mus_musculus,17,
1948,,,22.0,0,m,mus_musculus,17,
1949,,,25.2,0,m,mus_musculus,17,
1950,,,26.5,0,m,mus_musculus,17,
1951,,,27.0,0,m,mus_musculus,17,
1952,,,27.2,0,m,mus_musculus,17,
1953,,,26.9,0,m,mus_musculus,17,
1954,,,28.0,0,m,mus_musculus,17,
1955,,,29.25,0,m,mus_musculus,17,
1956,,,27.25,0,m,mus_musculus,17,
1957,,,28.0,0,m,mus_musculus,17,
1958,,,27.75,0,m,mus_musculus,17,
1959,,,28.75,0,m,mus_musculus,17,
1960,,,30.5,0,m,mus_musculus,17,
1961,,,30.9,0,m,mus_musculus,17,
1962,,,34.0,0,m,mus_musculus,17,
1963,,,34.5,0,m,mus_musculus,17,
1964,,,35.5,0,m,mus_musculus,17,
1965,,,38.6,0,m,mus_musculus,17,
1966,,,39.0,0,m,mus_musculus,17,
1967,,,27.75,0,m,mus_musculus,17,
1968,,,32.25,0,m,mus_musculus,17,
1969,,,32.75,0,m,mus_musculus,17,
1970,,,31.0,0,m,mus_musculus,17,
1971,,,30.75,0,m,mus_musculus,17,
1972,,,31.25,0,m,mus_musculus,17,
1973,,,34.0,0,m,mus_musculus,17,
1974,,,35.5,0,m,mus_musculus,17,
1975,,,36.0,0,m,mus_musculus,17,
1976,,,36.0,0,m,mus_musculus,17,
1977,,,38.0,0,m,mus_musculus,17,
1978,,,43.0,0,m,mus_musculus,17,
1979,,,43.25,0,m,mus_musculus,17,
1980,,,43.1,0,m,mus_musculus,17,
1981,,,45.0,0,m,mus_musculus,17,
1982,,,47.6,0,m,mus_musculus,17,
1983,,,48.1,0,m,mus_musculus,17,
1984,,,47.25,0,m,mus_musculus,17,
1985,,,48.0,0,m,mus_musculus,17,
1986,,,50.0,0,m,mus_musculus,17,
1987,,,52.75,0,m,mus_musculus,17,
1988,,,54.0,0,m,mus_musculus,17,
1989,,,54.9,0,m,mus_musculus,17,
1990,,,55.5,0,m,mus_musculus,17,
1991,,,60.5,0,m,mus_musculus,17,
1992,,,68.0,0,m,mus_musculus,17,
1993,,,68.0,0,m,mus_musculus,17,
1994,,,69.25,0,m,mus_musculus,17,
1995,,,70.5,0,m,mus_musculus,17,
1996,,,71.0,0,m,mus_musculus,17,
1997,,,71.25,0,m,mus_musculus,17,
1998,,,71.8,0,m,mus_musculus,17,
1999,,,71.8,0,m,mus_musculus,17,
2000,,,73.5,0,m,mus_musculus,17,
